"cemento","escoria","ceniza","agua","superplastificantes","granular_gruezo","granular_fino","edad","fuerza"
1,0,0,0.321086261980831,0.077639751552795,0.694767441860465,0.205720020070246,0.0741758241758242,79.99
1,0,0,0.321086261980831,0.077639751552795,0.738372093023256,0.205720020070246,0.0741758241758242,61.89
0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,40.27
0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,1,41.05
0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.986263736263736,44.3
0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,47.03
0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,1,43.7
0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,36.45
0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.0741758241758242,45.85
0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,39.29
0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.244505494505494,38.07
0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.0741758241758242,28.02
0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,43.01
0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,42.33
0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.0741758241758242,47.81
0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,52.91
0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.244505494505494,39.36
0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,56.14
0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,40.56
0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,42.62
0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,41.84
0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.0741758241758242,28.24
0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.00549450549450549,8.06
0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.491758241758242,44.21
0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,52.52
0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.739010989010989,53.3
0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,41.15
0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,52.12
0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,37.43
0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,38.6
0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,55.26
0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,52.91
0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.491758241758242,41.72
0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,42.13
0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,53.69
0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,38.41
0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,30.08
0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,37.72
0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,42.23
0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,36.25
0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,50.46
0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,1,43.7
0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,1,39
0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,53.1
0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,41.54
0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,35.08
0.563926940639269,0,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.00549450549450549,15.05
0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,40.76
0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,26.26
0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,32.82
0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,39.78
0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,46.93
0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,33.12
0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,49.19
0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.0164835164835165,14.59
0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.0164835164835165,14.64
0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,1,41.93
0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.00549450549450549,9.13
0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,50.95
0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,33.02
